candidate_id,factor,raw_value,normalized_value,weight,score_contribution
C24,market_potential,183.107,0.982857,0.22999999999999993,22.605710999999992
C24,accessibility,298361.27999999997,0.973213,0.1500000000000002,14.59819500000002
C24,commercial_attraction,1.113622079098783,0.813781,0.11000000000000003,8.951591000000002
C24,white_space,421668.4713659032,0.16288,0.12000000000000001,1.95456
C24,cost_efficiency,0.024706181733731594,0.658657,0.10000000000000002,6.586570000000001
C24,cannibalization_resilience,0.989529,0.988734,0.11000000000000003,10.876074000000003
C24,profitability,-0.160026,0.897924,0.13,11.673012
C24,delivery_confidence,0.7907638692941095,0.798045,0.05000000000000001,3.9902250000000006
C18,market_potential,182.32,0.975688,0.22999999999999993,22.440823999999992
C18,accessibility,286383.83999999997,0.932107,0.1500000000000002,13.98160500000002
C18,commercial_attraction,0.7956996697960564,0.419588,0.11000000000000003,4.615468000000001
C18,white_space,1289235.0388705002,0.534711,0.12000000000000001,6.416532000000001
C18,cost_efficiency,0.02620191457389791,0.865789,0.10000000000000002,8.657890000000002
C18,cannibalization_resilience,0.981963,0.980593,0.11000000000000003,10.786523000000003
C18,profitability,0.146798,0.991398,0.13,12.888174
C18,delivery_confidence,0.5722060924202657,0.146897,0.05000000000000001,0.7344850000000002
C17,market_potential,182.183,0.97444,0.22999999999999993,22.41211999999999
C17,accessibility,299039.63999999996,0.975541,0.1500000000000002,14.633115000000018
C17,commercial_attraction,1.1159709564521854,0.816693,0.11000000000000003,8.983623000000001
C17,white_space,218599.60679368614,0.075847,0.12000000000000001,0.9101640000000001
C17,cost_efficiency,0.024244069900502336,0.594663,0.10000000000000002,5.946630000000002
C17,cannibalization_resilience,0.97444,0.972499,0.11000000000000003,10.697489000000003
C17,profitability,-0.200692,0.885535,0.13,11.511955
C17,delivery_confidence,0.8585500796951528,1.0,0.05000000000000001,5.000000000000001
C07,market_potential,184.944,0.99959,0.22999999999999993,22.990569999999995
C07,accessibility,305355.6,0.997217,0.1500000000000002,14.95825500000002
C07,commercial_attraction,1.0756515039904015,0.766701,0.11000000000000003,8.433711000000002
C07,white_space,451386.6367342858,0.175617,0.12000000000000001,2.1074040000000003
C07,cost_efficiency,0.02485376665047029,0.679095,0.10000000000000002,6.790950000000001
C07,cannibalization_resilience,0.651246,0.624764,0.11000000000000003,6.872404000000001
C07,profitability,-0.066453,0.926431,0.13,12.043603
C07,delivery_confidence,0.8372830942523269,0.936639,0.05000000000000001,4.683195000000001
C03,market_potential,182.37,0.976143,0.22999999999999993,22.451288999999992
C03,accessibility,296745.76,0.967668,0.1500000000000002,14.515020000000018
C03,commercial_attraction,0.6763549378359781,0.271613,0.11000000000000003,2.9877430000000005
C03,white_space,2374862.0841881526,1.0,0.12000000000000001,12.000000000000002
C03,cost_efficiency,0.022783221069011515,0.392361,0.10000000000000002,3.923610000000001
C03,cannibalization_resilience,0.98971,0.988929,0.11000000000000003,10.878219000000003
C03,profitability,-0.504638,0.792938,0.13,10.308194
C03,delivery_confidence,0.6127304953290297,0.267631,0.05000000000000001,1.3381550000000002
C05,market_potential,183.456,0.986036,0.22999999999999993,22.678827999999992
C05,accessibility,303787.56,0.991836,0.1500000000000002,14.87754000000002
C05,commercial_attraction,1.214354991733182,0.938679,0.11000000000000003,10.325469000000004
C05,white_space,158479.7392185622,0.05008,0.12000000000000001,0.60096
C05,cost_efficiency,0.026371864385324583,0.889324,0.10000000000000002,8.893240000000002
C05,cannibalization_resilience,0.390038,0.343722,0.11000000000000003,3.780942000000001
C05,profitability,0.175035,1.0,0.13,13.0
C05,delivery_confidence,0.7615180377870034,0.710913,0.05000000000000001,3.5545650000000006
C01,market_potential,183.858,0.989698,0.22999999999999993,22.76305399999999
C01,accessibility,305166.16,0.996567,0.1500000000000002,14.948505000000017
C01,commercial_attraction,1.2256190669333433,0.952646,0.11000000000000003,10.479106000000003
C01,white_space,461252.53743699944,0.179846,0.12000000000000001,2.1581520000000003
C01,cost_efficiency,0.023947478390394183,0.55359,0.10000000000000002,5.535900000000002
C01,cannibalization_resilience,0.46470100000000003,0.424054,0.11000000000000003,4.664594000000001
C01,profitability,-0.314015,0.851011,0.13,11.063143
C01,delivery_confidence,0.728174704755825,0.611574,0.05000000000000001,3.0578700000000003
C15,market_potential,177.554,0.932274,0.22999999999999993,21.442301999999994
C15,accessibility,261639.48,0.847184,0.1500000000000002,12.707760000000018
C15,commercial_attraction,0.9347465086997285,0.591993,0.11000000000000003,6.511923000000001
C15,white_space,692781.2208831017,0.279077,0.12000000000000001,3.3489240000000002
C15,cost_efficiency,0.024493924894278096,0.629263,0.10000000000000002,6.292630000000002
C15,cannibalization_resilience,0.976795,0.975033,0.11000000000000003,10.725363000000003
C15,profitability,-0.296689,0.85629,0.13,11.131770000000001
C15,delivery_confidence,0.6586661058236133,0.404487,0.05000000000000001,2.022435
C04,market_potential,166.92,0.835409,0.22999999999999993,19.21440699999999
C04,accessibility,256600.16,0.829889,0.1500000000000002,12.448335000000016
C04,commercial_attraction,1.263810998476276,1.0,0.11000000000000003,11.000000000000004
C04,white_space,258994.37846756502,0.09316,0.12000000000000001,1.1179200000000002
C04,cost_efficiency,0.025290077185315566,0.739516,0.10000000000000002,7.395160000000001
C04,cannibalization_resilience,0.99698,0.996751,0.11000000000000003,10.964261000000002
C04,profitability,-0.404747,0.82337,0.13,10.70381
C04,delivery_confidence,0.6119223404432456,0.265224,0.05000000000000001,1.3261200000000002
C06,market_potential,183.362,0.98518,0.22999999999999993,22.65913999999999
C06,accessibility,293520.44,0.956599,0.1500000000000002,14.348985000000017
C06,commercial_attraction,1.2430538494349135,0.974263,0.11000000000000003,10.716893000000002
C06,white_space,698376.4161458643,0.281475,0.12000000000000001,3.3777
C06,cost_efficiency,0.020401251820811723,0.062501,0.10000000000000002,0.6250100000000002
